3_agency,2_use_case_name,16_dev_stage,operational,orientation,TR,IR,TR_x_IR,vendor,mixed_dev,rights_safety,agency_n,topic_breadth,tr_ato,tr_internal_rev,tr_impact_assess,tr_rw_testing,tr_indep_eval,tr_postdeploy,tr_notice,tr_disparity,tr_appeal,ir_data_catalog,ir_data_docs,ir_custom_code,ir_code_access,ir_infra,ir_timely_res,ir_reuse
Department of the Interior,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series",Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,National Oceanographic Partnership Program (NOPP),Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,RSCC and TCA projects.,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Machinine Learning based shoreline detection and sea ice dynamics using coastal cameras,Acquisition and/or Development,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Using Machine Learning in USGS StreamStats to make suspended sediment and bedload predictions,Operation and Maintenance,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Merbok Supplemental,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Annual National Land Cover Database Deep Learning,Operation and Maintenance,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,"Event and sequence (life-stage, behavior, activity, movement modality) identification, segmentation,",Initiated,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Data-driven approaches to filling missing time-series data within the San Francisco Bay-Delta,Acquisition and/or Development,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Souther,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Data-driven approaches to filling missing time-series data within the San Francisco Bay-Delta,Acquisition and/or Development,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Image classification from images on robotic platforms,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,ChatGPT to write Python scripts for ArcGIS Pro Maps to be CVD-Friendly,Acquisition and/or Development,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Analytical Chemistry & Geologic Resources Identification from Laser Spectroscopy,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Analytical Chemistry & Geologic Resources Identification from X-rays,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Retrieval-Augmented Generation Using USGS Documentation,Initiated,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Foundation Models to Advance Earth Science,Implementation and Assessment,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Rangeland Condition Monitoring Assessment and Projection (RCMAP),Operation and Maintenance,1,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Global Food Security-Support Analysis Data (GFSAD) Project,Acquisition and/or Development,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Extracting analysis ready information from narrative geologic descriptions,Initiated,0,-0.08126343160312427,2,7,14,0,0,0,180,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,21st Century Prospecting: AI-assisted Surveying of Critical Mineral Potential,Acquisition and/or Development,0,-0.08126343160312427,0,2,0,0,0,0,180,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Department of the Interior,Articulate Training Develpment AI Add On,Initiated,0,-0.08126343160312427,0,0,0,0,0,0,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Interior,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis 1,Implementation and Assessment,1,-0.08126343160312427,1,6,6,0,0,0,180,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Department of the Interior,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis 1,Acquisition and/or Development,0,-0.08126343160312427,1,6,6,0,0,0,180,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Department of the Interior,Machine Learning Working Group,Acquisition and/or Development,0,-0.08126343160312427,1,6,6,0,0,0,180,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Department of the Interior,Machine Learning for Chemical Savings at Reverse Osmosis Plants,Implementation and Assessment,1,-0.08126343160312427,1,7,7,1,0,0,180,4,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of the Interior,Machine Learning Refines Quagga Habitat Suitability,Implementation and Assessment,1,-0.08126343160312427,1,6,6,0,0,0,180,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Department of the Interior,Generative AI to Improve Visitor Experience on NPS.gov,Initiated,0,-0.08126343160312427,0,0,0,0,0,0,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of the Interior,Autonomous Drone Inspections,Acquisition and/or Development,0,-0.08126343160312427,1,1,1,1,0,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of the Interior,Well Activity Report Classification,Acquisition and/or Development,0,-0.08126343160312427,1,2,2,0,0,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Department of the Interior,Level 1 Survey Report Corrosion Level Classification,Acquisition and/or Development,0,-0.08126343160312427,1,1,1,1,0,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of the Interior,Well Risk Assessment,Acquisition and/or Development,0,-0.08126343160312427,1,1,1,0,1,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of the Interior,Sustained Casing Pressure Identification,Acquisition and/or Development,0,-0.08126343160312427,1,1,1,1,0,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of the Interior,ROV Smart Touch Subsea Pipeline Inspections,Acquisition and/or Development,0,-0.08126343160312427,1,1,1,1,0,0,180,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Department of Labor,Form Recognition model for Benefits Forms,Operation and Maintenance,1,-0.5682252211953182,2,5,10,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Language Translation,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Audio Transcription,Operation and Maintenance,1,-0.5682252211953182,2,5,10,1,0,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Text to Speech Conversion,Operation and Maintenance,1,-0.5682252211953182,2,5,10,1,0,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Claims Document Processing,Retired,0,-0.5682252211953182,0,0,0,0,0,1,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Website Chatbot Assistant,Operation and Maintenance,1,-0.5682252211953182,2,6,12,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Department of Labor,Data Ingestion of Payroll Forms,Retired,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Hololens,Operation and Maintenance,1,-0.5682252211953182,0,2,0,0,1,0,70,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Department of Labor,DOL Intranet Website Chatbot Assistant,Operation and Maintenance,1,-0.5682252211953182,1,5,5,0,1,0,70,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Official Document Validation,Retired,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Electronic Records Management,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Call Recording Analysis,Operation and Maintenance,1,-0.5682252211953182,2,5,10,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Automatic Document Processing,Operation and Maintenance,1,-0.5682252211953182,2,5,10,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Automatic Data Processing Workflow with Form Recognizer ,Acquisition and/or Development,0,-0.5682252211953182,2,4,8,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Department of Labor,Case Recording summarization,Retired,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,OEWS Occupation Autocoder,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,Scanner Data Product Classification,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,Expenditure Classification Autocoder,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,1,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,Generative AI Assistant,Operation and Maintenance,1,-0.5682252211953182,2,5,10,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,Occupation Code Suggestion For Job Duties Data,Retired,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Notice of Deficiency (NOD) Text Generation using Generative AI model,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,PII Redaction,Operation and Maintenance,1,-0.5682252211953182,8,6,48,0,1,1,70,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
Department of Labor,Website Chatbot Assistant,Operation and Maintenance,1,-0.5682252211953182,2,6,12,0,1,0,70,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Department of Labor,Initial Determinations for incoming applications,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,AI Course Design Assistant,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Worker PLUS Microsimulation Program,Operation and Maintenance,1,-0.5682252211953182,1,4,4,1,0,0,70,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Department of Labor,Computer-Assisted Coding: SOII Autocoder,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,CFOI Record Matching,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,OIICS Coding,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,AI Assisted coding -Microsoft GitHub Copilot,Operation and Maintenance,1,-0.5682252211953182,2,5,10,0,0,0,70,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Department of Labor,CPS OTC Prediction,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,Sample Refinement: Frame API,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,CE Interview Item Code Estimation,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,CE Interview Imputations,Operation and Maintenance,1,-0.5682252211953182,2,7,14,0,0,0,70,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Department of Labor,Note taking bot,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Determine Occupation Codes from Text (NIOCCS),Acquisition and/or Development,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Camtasia,Acquisition and/or Development,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Adobe Premier Pro,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Audiate,Acquisition and/or Development,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,SnagIT,Acquisition and/or Development,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Facebook Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Google Authenticator Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Google Maps Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Instagram Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Microsoft Authenticator Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Periscope Mobile App,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,X (formerly Twitter) Mobile App,Acquisition and/or Development,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Dragon Naturally Speaking,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,ZoomText and ZoomText Professional,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Visual Studio,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,ABBYY FineReader,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Google Earth Pro,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Adobe Creative Cloud and Adobe Product Suite,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Autodesk,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,AI Course Design Assistant,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Webex Meeting Transcription,Initiated,0,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Omni Page Ultimate 19,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Tableau Public 2023,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Adobe Acrobat Professional Latest Version,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Tableau Creator (Desktop and Prep),Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Grammarly 14,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Adobe Creative Cloud with Acrobat Pro Latest Version,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Microsoft Project Office 365,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Stata/MP 18,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Dragon Legal Individual (Speech Recognition) ,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Speechify Text to Speech Voice Reader Chrome Extension 9,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Adobe Creative Cloud / Adobe Express AI feature,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Westlaw Precision & CoCounsel,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Kurzweil,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Department of Labor,Microsoft Office Suite,Operation and Maintenance,1,-0.5682252211953182,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,GovChat,Operation and Maintenance,1,-1.0671096385831746,2,6,12,0,0,0,17,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Environmental Protection Agency,Transitioning historical help desk knowledge to new help desk software ,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Emission monitoring program knowledge management system search and summary,Acquisition and/or Development,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Identification of lead service lines in drinking water distribution systems using bioindicators/biomarkers,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Generative AI for Study Evaluation and Document Chat,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Natural Gas STAR Videos ,Acquisition and/or Development,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Agency Records Management System (ARMS),Operation and Maintenance,1,-1.0671096385831746,2,4,8,0,0,0,17,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Environmental Protection Agency,Use of Microsoft CoPilot within the M365 Purview Security Suite,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Use of AI tools within the Agency’s instance of ServiceNow,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Machine learning-assisted literature screening,Operation and Maintenance,1,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Data Management and Analytics Platform (DMAP) Operations and Governance AI Use Cases,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Intelligent Superfund Search & Chatbot capabilities,Acquisition and/or Development,0,-1.0671096385831746,2,3,6,0,0,0,17,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Environmental Protection Agency,Resource Conservation and Recovery Act (RCRA) Predictive Analytics,Implementation and Assessment,1,-1.0671096385831746,2,6,12,0,0,1,17,5,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Environmental Protection Agency,Clean Water Act (CWA)Predictive Analytics,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Clean Air Act (CAA) Predictive Analytics,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Extracting references from technical documents,Initiated,0,-1.0671096385831746,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Protection Agency,Streamflow Duration Assessment Modeling,Operation and Maintenance,1,-1.0671096385831746,2,6,12,0,0,0,17,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
General Services Administration,Solicitation Review Tool (SRT),Implementation and Assessment,1,-1.111379070144597,7,7,49,0,1,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
General Services Administration,Acquisition Analytics,Implementation and Assessment,1,-1.111379070144597,7,7,49,0,1,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
General Services Administration,City Pairs Program Ticket Forecast and Scenario Analysis Tools,Implementation and Assessment,1,-1.111379070144597,7,7,49,0,0,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
General Services Administration,Category Taxonomy Classifier,Implementation and Assessment,1,-1.111379070144597,7,7,49,0,0,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
General Services Administration,CPRM Contract Breach Forecast,Implementation and Assessment,1,-1.111379070144597,7,7,49,0,0,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
General Services Administration,Category Taxonomy Refinement Using NLP,Retired,0,-1.111379070144597,6,5,30,0,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
General Services Administration,Key KPI Forecasts for GWCM,Retired,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,Enterprise Brain,Retired,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,AWS Captcha Solver,Initiated,0,-1.111379070144597,6,6,36,0,0,0,24,4,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
General Services Administration,ServiceNow Generic Ticket Classification,Initiated,0,-1.111379070144597,7,6,42,1,0,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
General Services Administration,ServiceNow Virtual Agent (Curie),Initiated,0,-1.111379070144597,7,6,42,1,0,0,24,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
General Services Administration,GREX AI Document Classification,Acquisition and/or Development,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,Contract Acquisition Lifecycle Intelligence (CALI),Retired,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,Survey Comment Ham / Spam Tester,Retired,0,-1.111379070144597,6,5,30,0,1,0,24,4,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
General Services Administration,Classifying Qualitative Data with Medallia,Acquisition and/or Development,0,-1.111379070144597,7,4,28,1,0,0,24,4,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,Elastic Machine Learning Threat Detection,Acquisition and/or Development,0,-1.111379070144597,8,7,56,0,1,0,24,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
General Services Administration,Elastic Machine Learning Threat Detection - Phase 2,Initiated,0,-1.111379070144597,8,6,48,1,0,0,24,4,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
General Services Administration,Chatbot for Federal Acquisition Community,Initiated,0,-1.111379070144597,6,5,30,0,1,0,24,4,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
General Services Administration,Document Workflow / Intelligent Data Capture and Extraction,Retired,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,OAS Kudos Chatbot,Retired,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
General Services Administration,NCMMS AI Chatbot,Acquisition and/or Development,0,-1.111379070144597,7,5,35,1,0,0,24,4,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
General Services Administration,Login.gov,Implementation and Assessment,1,-1.111379070144597,9,6,54,1,0,1,24,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
General Services Administration,Gemini for Workspace,Acquisition and/or Development,0,-1.111379070144597,6,5,30,1,0,0,24,4,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
General Services Administration,Test Fit Layouts,Acquisition and/or Development,0,-1.111379070144597,6,4,24,1,0,0,24,4,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
Department of Health and Human Services,Design Your Facility,Acquisition and/or Development,0,0.561101403944561,2,2,4,1,0,0,271,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Department of Health and Human Services,Discover Financial Business Intelligence System (FBIS) Report Analysis (Sub-CAN Line Items),Acquisition and/or Development,0,0.561101403944561,2,3,6,1,0,0,271,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
