case_study_id,name,incident_date,type,actor,target,summary,tactics_used,techniques_used,technique_count,competency_domains,sub_competency_ids,missing_controls,competency_gaps,harm_type,llm_gap_description,llm_sub_competencies,failure_mode,failure_mode_reasoning,trust_integration_split,split_reasoning,chain_of_thought
AML.CS0027,Organization Confusion on Hugging Face,2023-08-23,exercise,threlfall_hax,Hugging Face users,"[threlfall_hax](https://5stars217.github.io/), a security researcher, created organization accounts on Hugging Face, a public model repository, that impersonated real organizations. These false Hugging Face organization accounts looked legitimate so individuals from the impersonated organizations requested to join, believing the accounts to be an official site for employees to share models. This g",AML.TA0000; AML.TA0001; AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0007; AML.TA0008; AML.TA0010; AML.TA0011; AML.TA0013; AML.TA0014,AML.T0007; AML.T0010.003; AML.T0011.000; AML.T0016.000; AML.T0018.000; AML.T0018.002; AML.T0021; AML.T0025; AML.T0044; AML.T0048; AML.T0048.004; AML.T0055; AML.T0058; AML.T0072; AML.T0073; AML.T0074,16,Integration Readiness — AI Attack Staging Defense; Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — C2 Detection & Network Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Credential & Secret Management; Trust Readiness — Data Exfiltration Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Discovery & Enumeration Controls; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Model Access Governance,IR-1; IR-2; IR-6; IR-8; TR-1; TR-2; TR-3; TR-4; TR-6,AML.M0023: AI Bill of Materials; AML.M0005: Control Access to AI Models and Data at Rest; AML.M0012: Encrypt Sensitive Information; AML.M0017: AI Model Distribution Methods; AML.M0013: Code Signing; AML.M0011: Restrict Library Loading,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,security,"The incident highlights missing governance policies and technical controls for identity verification, access management, and secure model distribution.",TR-1; IR-6,prevention_failure,No controls existed to prevent creation and misuse of impersonating organization accounts.,both,Governance failures in policy and accountability combined with architectural weaknesses in access control and model distribution.,"Impersonation of legitimate organizations on Hugging Face led to confusion and potential misuse of models. The absence of controls like AI bill of materials, access control, code signing, and encryption meant no prevention was in place to stop account spoofing and unauthorized access."
AML.CS0028,AI Model Tampering via Supply Chain Attack,2023-09-26,exercise,Trend Micro Nebula Cloud Research Team,Private Container Registries,"Researchers at Trend Micro, Inc. used service indexing portals and web searching tools to identify over 8,000 misconfigured private container registries exposed on the internet. Approximately 70% of the registries also had overly permissive access controls that allowed write access. In their analysis, the researchers found over 1,000 unique AI models embedded in private container images within the",AML.TA0000; AML.TA0002; AML.TA0004; AML.TA0006; AML.TA0008; AML.TA0011,AML.T0004; AML.T0007; AML.T0010.004; AML.T0015; AML.T0018.000; AML.T0018.001; AML.T0044; AML.T0048.004; AML.T0049,9,Integration Readiness — Access Boundary & Initial Access Controls; Trust Readiness — Discovery & Enumeration Controls; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Model Access Governance; Trust Readiness — Persistence Detection & Monitoring; Trust Readiness — Threat Intelligence & Reconnaissance Defense,IR-2; TR-1; TR-2; TR-3; TR-6,AML.M0005: Control Access to AI Models and Data at Rest; AML.M0012: Encrypt Sensitive Information; AML.M0017: AI Model Distribution Methods; AML.M0003: Model Hardening; AML.M0006: Use Ensemble Methods; AML.M0009: Use Multi-Modal Sensors,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,supply_chain,There was a critical lack of cybersecurity policies and technical safeguards to secure AI model repositories and supply chain components.,TR-8; IR-1,prevention_failure,No controls existed to prevent unauthorized access and tampering of container registries hosting AI models.,both,Both governance gaps in supply chain risk management and architectural gaps in access control and model hardening were involved.,"Misconfigured private container registries with overly permissive access allowed attackers to tamper with AI models via supply chain attacks. Missing controls such as access control, encryption, and model hardening meant no prevention existed to block unauthorized writes."
AML.CS0029,Google Bard Conversation Exfiltration,2023-11-23,exercise,Embrace the Red,Google Bard,"[Embrace the Red](https://embracethered.com/blog/) demonstrated that Bard users' conversations could be exfiltrated via an indirect prompt injection. To execute the attack, a threat actor shares a Google Doc containing the prompt with the target user who then interacts with the document via Bard to inadvertently execute the prompt. The prompt causes Bard to respond with the markdown for an image, ",AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0010; AML.TA0011,AML.T0008; AML.T0017; AML.T0048.003; AML.T0051.001; AML.T0065; AML.T0077; AML.T0093,7,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Data Exfiltration Controls; Trust Readiness — Impact Containment & Recovery,IR-1; IR-2; IR-6; TR-4; TR-6,AML.M0024: AI Telemetry Logging; AML.M0033: Input and Output Validation for AI Agent Components,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,privacy,Organizations lacked integrated AI lifecycle monitoring and cybersecurity controls to detect and prevent prompt injection attacks compromising user data privacy.,IR-2; TR-3,prevention_failure,No effective controls existed to prevent or detect the prompt injection leading to data exfiltration.,both,Both governance deficiencies in cybersecurity monitoring and architectural deficiencies in input validation contributed.,Indirect prompt injection via shared Google Docs allowed exfiltration of Bard user conversations. Missing controls like AI telemetry logging and input/output validation meant the attack was not prevented or detected effectively.
AML.CS0030,LLM Jacking,2024-05-06,incident,Unknown,Cloud-Based LLM Services,The Sysdig Threat Research Team discovered that malicious actors utilized stolen credentials to gain access to cloud-hosted large language models (LLMs). The actors covertly gathered information about which models were enabled on the cloud service and created a reverse proxy for LLMs that would allow them to provide model access to cybercriminals.  The Sysdig researchers identified tools used by t,AML.TA0003; AML.TA0004; AML.TA0008; AML.TA0011; AML.TA0012; AML.TA0013,AML.T0012; AML.T0016.001; AML.T0048.000; AML.T0049; AML.T0055; AML.T0075,6,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Privilege & Identity Management; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Credential & Secret Management; Trust Readiness — Discovery & Enumeration Controls; Trust Readiness — Impact Containment & Recovery,IR-2; IR-6; TR-2; TR-4; TR-6,,,security,Insufficient governance and technical controls around credential management and cloud access policies led to unauthorized access to AI assets.,TR-1 (Risk Policy); TR-6 (Incident Response),prevention_failure,No effective access control or credential protection mechanisms were in place to prevent unauthorized access.,trust-dominant,A stronger policy and governance framework around credential management and cloud access would have prevented this incident.,"Malicious actors used stolen credentials to access cloud-hosted LLMs and set up a reverse proxy to intercept or manipulate model interactions. The root cause was the lack of effective access controls and credential protection, allowing unauthorized access. This is a classic prevention failure as no control existed to block credential misuse."
AML.CS0031,Malicious Models on Hugging Face,2025-02-25,incident,Unknown,Hugging Face users,"Researchers at ReversingLabs have identified malicious models containing embedded malware hosted on the Hugging Face model repository. The models were found to execute reverse shells when loaded, which grants the threat actor command and control capabilities on the victim's system. Hugging Face uses Picklescan to scan models for malicious code, however these models were not flagged as malicious. T",AML.TA0001; AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0007; AML.TA0014,AML.T0010; AML.T0011.000; AML.T0018.002; AML.T0058; AML.T0072; AML.T0076,6,Integration Readiness — AI Attack Staging Defense; Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — C2 Detection & Network Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Defense Evasion Detection,IR-1; IR-2; IR-6; IR-8; TR-3,AML.M0023: AI Bill of Materials; AML.M0013: Code Signing; AML.M0011: Restrict Library Loading; AML.M0014: Verify AI Artifacts; AML.M0016: Vulnerability Scanning; AML.M0018: User Training,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,security,"Lack of AI artifact verification, secure model repository governance, and user training created vulnerabilities exploited by malicious models.",IR-1 (Orchestration); TR-4 (Data Governance),prevention_failure,"No controls existed to verify or restrict malicious model uploads, allowing malware execution.",both,Both governance policies for repository management and technical controls for artifact verification were missing.,"Malicious models containing embedded malware were hosted on Hugging Face, executing reverse shells when loaded. The absence of artifact verification, code signing, and vulnerability scanning allowed malware to be distributed. This is a prevention failure due to missing controls in the ML lifecycle and governance."
AML.CS0032,Attempted Evasion of ML Phishing Webpage Detection System,2022-12-01,incident,Unknown,Commercial ML Phishing Webpage Detector,"Adversaries create phishing websites that appear visually similar to legitimate sites. These sites are designed to trick users into entering their credentials, which are then sent to the bad actor. To combat this behavior, security companies utilize AI/ML-based approaches to detect phishing sites and block them in their endpoint security products.  In this incident, adversarial examples were ident",AML.TA0001; AML.TA0004; AML.TA0007; AML.TA0011,AML.T0015; AML.T0043.003; AML.T0048.003; AML.T0052,4,Integration Readiness — AI Attack Staging Defense; Integration Readiness — Access Boundary & Initial Access Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Impact Containment & Recovery,IR-2; TR-3; TR-6,AML.M0018: User Training; AML.M0034: Deepfake Detection; AML.M0003: Model Hardening; AML.M0004: Restrict Number of AI Model Queries; AML.M0006: Use Ensemble Methods; AML.M0010: Input Restoration,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,security,Inadequate AI model robustness and lack of user awareness training reduced the effectiveness of phishing detection systems.,IR-3 (Nondeterminism); TR-1 (Risk Policy),prevention_failure,No effective preventive controls like model hardening or user training were in place to block evasion.,both,Both policy-driven user training and technical model hardening were needed to prevent evasion.,"Adversaries created phishing sites visually similar to legitimate ones to evade ML-based detection. Missing user training, model hardening, and query restrictions allowed evasion. This is a prevention failure because no adequate controls were implemented to harden detection or train users."
AML.CS0033,Live Deepfake Image Injection to Evade Mobile KYC Verification,2024-10-01,exercise,iProov Red Team,Mobile facial authentication service,"Facial biometric authentication services are commonly used by mobile applications for user onboarding, authentication, and identity verification for KYC requirements. The iProov Red Team demonstrated a face-swapped imagery injection attack that can successfully evade live facial recognition authentication models along with both passive and active [liveness verification](https://en.wikipedia.org/wi",AML.TA0000; AML.TA0001; AML.TA0002; AML.TA0003; AML.TA0004; AML.TA0007; AML.TA0011,AML.T0015; AML.T0016; AML.T0016.001; AML.T0016.002; AML.T0021; AML.T0047; AML.T0048.000; AML.T0073; AML.T0087; AML.T0088,10,Integration Readiness — AI Attack Staging Defense; Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Model Access Governance; Trust Readiness — Threat Intelligence & Reconnaissance Defense,IR-2; IR-6; TR-1; TR-2; TR-3; TR-6,AML.M0003: Model Hardening; AML.M0006: Use Ensemble Methods; AML.M0009: Use Multi-Modal Sensors; AML.M0010: Input Restoration; AML.M0015: Adversarial Input Detection; AML.M0034: Deepfake Detection,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,security,Insufficient technical defenses against adversarial inputs and deepfakes compromised biometric authentication reliability.,IR-6 (Modular Architecture); IR-7 (HITL Architecture),prevention_failure,No technical controls existed to detect or block adversarial deepfake inputs.,integration-dominant,Technical architectural enhancements would have prevented the attack more than policy changes.,"A red team demonstrated a face-swapped image injection attack that evaded live facial recognition for KYC. Missing controls such as multi-modal sensors, adversarial input detection, and deepfake detection led to successful evasion. This is a prevention failure due to lack of technical safeguards."
AML.CS0034,ProKYC: Deepfake Tool for Account Fraud Attacks,2024-10-09,incident,"ProKYC, cybercriminal group",KYC verification services,"Cato CTRL security researchers have identified ProKYC, a deepfake tool being sold to cybercriminals as a method to bypass Know Your Customer (KYC) verification on financial service applications such as cryptocurrency exchanges. ProKYC can create fake identity documents and generate deepfake selfie videos, two key pieces of biometric data used during KYC verification. The tool helps cybercriminals ",AML.TA0000; AML.TA0001; AML.TA0002; AML.TA0003; AML.TA0004; AML.TA0007; AML.TA0011,AML.T0015; AML.T0016.002; AML.T0021; AML.T0047; AML.T0048.000; AML.T0073; AML.T0087; AML.T0088,8,Integration Readiness — AI Attack Staging Defense; Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Model Access Governance; Trust Readiness — Threat Intelligence & Reconnaissance Defense,IR-2; IR-6; TR-1; TR-2; TR-3; TR-6,AML.M0003: Model Hardening; AML.M0006: Use Ensemble Methods; AML.M0009: Use Multi-Modal Sensors; AML.M0010: Input Restoration; AML.M0015: Adversarial Input Detection; AML.M0034: Deepfake Detection,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,security,Lack of robust AI model defenses and multi-factor biometric verification enabled deepfake-based identity fraud.,IR-6 (Modular Architecture); IR-7 (HITL Architecture),prevention_failure,No preventive technical controls were implemented to detect or block deepfake inputs.,integration-dominant,Engineering controls in biometric verification systems are key to preventing such attacks.,"ProKYC, a deepfake tool, was used to bypass KYC verification by generating fake IDs and selfies. Missing model hardening, multi-modal sensors, and adversarial detection allowed this fraud. This is a prevention failure due to lack of technical controls to detect deepfakes and adversarial inputs."
AML.CS0035,Data Exfiltration from Slack AI via Indirect Prompt Injection,2024-08-20,exercise,PromptArmor,Slack AI,"[PromptArmor](https://promptarmor.substack.com) demonstrated that private data can be exfiltrated from Slack AI via indirect prompt injections. The attack relied on Slack AI ingesting a malicious prompt from a post in a public channel into its RAG database and a victim user querying Slack AI, causing the prompt to be retrieved and executed.  Example payload: <div style=""font-family: monospace; wid",AML.TA0000; AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0006; AML.TA0010; AML.TA0013,AML.T0012; AML.T0047; AML.T0051.001; AML.T0065; AML.T0066; AML.T0070; AML.T0077; AML.T0082,8,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Credential & Secret Management; Trust Readiness — Data Exfiltration Controls; Trust Readiness — Model Access Governance; Trust Readiness — Persistence Detection & Monitoring,IR-1; IR-2; IR-6; TR-1; TR-3; TR-4,AML.M0024: AI Telemetry Logging; AML.M0033: Input and Output Validation for AI Agent Components; AML.M0026: Privileged AI Agent Permissions Configuration; AML.M0027: Single-User AI Agent Permissions Configuration,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,privacy,"The organization lacked technical controls and governance policies to validate AI inputs/outputs and restrict AI agent permissions, reflecting gaps in secure AI lifecycle management and cybersecurity controls.",IR-4; TR-2,prevention_failure,"No controls existed to prevent malicious prompt ingestion and unauthorized data access, allowing the attack to succeed.",both,"Both governance policies (trust) and technical controls (integration) were missing, enabling the attack vector.","Slack AI ingested malicious prompts from public channels into its RAG database, enabling indirect prompt injection attacks that exfiltrated private data. The absence of input/output validation, telemetry logging, and strict permission configurations allowed the attack to succeed undetected. This indicates a lack of preventive controls to block such injections."
AML.CS0036,AIKatz: Attacking LLM Desktop Applications,2025-01-01,exercise,Lumia Security,"LLM Desktop Applications (Claude, ChatGPT, Copilot)","Researchers at Lumia have demonstrated that it is possible to extract authentication tokens from the memory of LLM Desktop Applications. An attacker could then use those tokens to impersonate as the victim to the LLM backed, thereby gaining access to the victim’s conversations as well as the ability to interfere in future conversations. The attacker’s access would allow them the ability to directl",AML.TA0000; AML.TA0004; AML.TA0005; AML.TA0006; AML.TA0007; AML.TA0008; AML.TA0011; AML.TA0013; AML.TA0015,AML.T0012; AML.T0029; AML.T0047; AML.T0048.000; AML.T0048.003; AML.T0051.000; AML.T0080.000; AML.T0080.001; AML.T0089; AML.T0090; AML.T0091.000; AML.T0092,12,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Lateral Movement Prevention; Trust Readiness — Credential & Secret Management; Trust Readiness — Defense Evasion Detection; Trust Readiness — Discovery & Enumeration Controls; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Model Access Governance; Trust Readiness — Persistence Detection & Monitoring,IR-1; IR-2; TR-1; TR-2; TR-3; TR-4; TR-6,AML.M0024: AI Telemetry Logging; AML.M0033: Input and Output Validation for AI Agent Components; AML.M0031: Memory Hardening; AML.M0004: Restrict Number of AI Model Queries; AML.M0015: Adversarial Input Detection; AML.M0019: Control Access to AI Models and Data in Production,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,security,"Insufficient AI lifecycle controls and cybersecurity governance led to inadequate protection of sensitive tokens and model access, highlighting gaps in secure AI deployment and policy enforcement.",IR-1; TR-1,prevention_failure,"No effective controls existed to prevent token extraction or restrict access, allowing the attack to succeed.",both,Both architectural controls (memory hardening) and governance policies (access restrictions) were missing.,"Attackers extracted authentication tokens from LLM desktop app memory, enabling impersonation and unauthorized access to conversations. Missing memory hardening, telemetry, adversarial input detection, and access controls indicate a lack of preventive technical safeguards and governance policies to secure AI model access."
AML.CS0037,Data Exfiltration via Agent Tools in Copilot Studio,2025-06-01,exercise,Zenity,Copilot Studio Customer Service Agent,Researchers from Zenity demonstrated how an organization’s data can be exfiltrated via prompt injections that target an AI-powered customer service agent.  The target system is a customer service agent built by Zenity in Copilot Studio. It is modeled after an agent built by McKinsey to streamline its customer service needs. The AI agent listens to a customer service email inbox where customers sen,AML.TA0000; AML.TA0002; AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0008; AML.TA0009; AML.TA0010,AML.T0006; AML.T0047; AML.T0051; AML.T0051.002; AML.T0065; AML.T0084.000; AML.T0084.001; AML.T0084.002; AML.T0085.000; AML.T0085.001; AML.T0086; AML.T0093,12,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Data Collection & Exfiltration Prevention; Trust Readiness — Data Exfiltration Controls; Trust Readiness — Discovery & Enumeration Controls; Trust Readiness — Model Access Governance; Trust Readiness — Threat Intelligence & Reconnaissance Defense,IR-1; IR-2; IR-6; TR-1; TR-2; TR-4,AML.M0024: AI Telemetry Logging; AML.M0026: Privileged AI Agent Permissions Configuration; AML.M0027: Single-User AI Agent Permissions Configuration; AML.M0032: Segmentation of AI Agent Components; AML.M0028: AI Agent Tools Permissions Configuration; AML.M0029: Human In-the-Loop for AI Agent Actions,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,privacy,"Deficiencies in AI lifecycle management, governance policies, and cybersecurity controls resulted in insufficient safeguards against prompt injection and unauthorized data access.",IR-7; TR-6,prevention_failure,No preventive controls existed to block or detect malicious prompt injections and unauthorized agent actions.,both,Both governance gaps (policy and oversight) and integration gaps (technical controls and segmentation) contributed.,"Prompt injections targeting an AI-powered customer service agent enabled data exfiltration due to missing telemetry, permission configurations, component segmentation, and human-in-the-loop controls. The lack of these preventive controls allowed attackers to manipulate agent behavior and access sensitive data."
AML.CS0038,Planting Instructions for Delayed Automatic AI Agent Tool Invocation,2024-02-01,exercise,Embrace the Red,Google Gemini,[Embrace the Red](https://embracethered.com/blog/) demonstrated that Google Gemini is susceptible to automated tool invocation by delaying the execution to the next conversation turn. This bypasses a security control that restricts Gemini from invoking tools that can access sensitive user information in the same conversation turn that untrusted data enters context.,AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0007; AML.TA0009; AML.TA0012,AML.T0051.001; AML.T0053; AML.T0065; AML.T0085.001; AML.T0093; AML.T0094,6,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Privilege & Identity Management; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Data Collection & Exfiltration Prevention; Trust Readiness — Defense Evasion Detection,IR-1; IR-2; IR-6; TR-3; TR-4,AML.M0024: AI Telemetry Logging; AML.M0026: Privileged AI Agent Permissions Configuration; AML.M0027: Single-User AI Agent Permissions Configuration; AML.M0028: AI Agent Tools Permissions Configuration; AML.M0032: Segmentation of AI Agent Components; AML.M0033: Input and Output Validation for AI Agent Components,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,security,The absence of robust AI lifecycle controls and cybersecurity policies led to inadequate enforcement of tool invocation restrictions and monitoring.,IR-2; TR-3,prevention_failure,No effective controls existed to prevent or detect delayed tool invocation attacks.,both,Both governance policies and technical architecture controls were insufficient to prevent the attack.,"Google Gemini was vulnerable to delayed automatic tool invocation, bypassing security controls restricting tool access to sensitive information. Missing telemetry, permission configurations, segmentation, and input validation allowed attackers to circumvent existing safeguards, indicating a lack of preventive controls."
AML.CS0039,Living Off AI: Prompt Injection via Jira Service Management,2025-06-19,exercise,Cato CTRL,"Atlassian MCP, Jira Service Management","Researchers from Cato Networks demonstrated how adversaries can exploit AI-powered systems embedded in enterprise workflows to execute malicious actions with elevated privileges. This is achieved by crafting malicious inputs from external users such as support tickets that are later processed by internal users or automated systems using AI agents. These AI agents, operating with internal context a",AML.TA0002; AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0009; AML.TA0010; AML.TA0012,AML.T0003; AML.T0051.001; AML.T0053; AML.T0065; AML.T0085.001; AML.T0086; AML.T0093; AML.T0095,8,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Privilege & Identity Management; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Data Collection & Exfiltration Prevention; Trust Readiness — Data Exfiltration Controls; Trust Readiness — Threat Intelligence & Reconnaissance Defense,IR-1; IR-2; IR-6; TR-2; TR-4,AML.M0024: AI Telemetry Logging; AML.M0026: Privileged AI Agent Permissions Configuration; AML.M0027: Single-User AI Agent Permissions Configuration; AML.M0028: AI Agent Tools Permissions Configuration; AML.M0032: Segmentation of AI Agent Components; AML.M0000: Limit Public Release of Information,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — AI Governance & Policy; Trust Readiness — Cybersecurity & Technical Controls,autonomy_misuse,Gaps in AI governance policies and cybersecurity controls resulted in insufficient safeguards against privilege escalation via AI workflow manipulation.,TR-1; IR-6,prevention_failure,No controls existed to prevent malicious input exploitation and unauthorized AI agent actions.,both,Both governance (policy and risk management) and integration (technical segmentation and permissions) failures enabled the attack.,"Adversaries exploited AI-powered enterprise workflows by injecting malicious inputs (e.g., support tickets) to execute privileged actions. Missing telemetry, permission configurations, component segmentation, and information release limitations indicate a lack of preventive governance and technical controls to block such attacks."
AML.CS0040,Hacking ChatGPT’s Memories with Prompt Injection,2024-02-01,exercise,Embrace the Red,OpenAI ChatGPT,"[Embrace the Red](https://embracethered.com/blog/) demonstrated that ChatGPT’s memory feature is vulnerable to manipulation via prompt injections. To execute the attack, the researcher hid a prompt injection in a shared Google Doc. When a user references the document, its contents is placed into ChatGPT’s context via the Connected App feature, and the prompt is executed, poisoning the memory with ",AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0006; AML.TA0007; AML.TA0011,AML.T0048.003; AML.T0051.001; AML.T0065; AML.T0068; AML.T0080.000; AML.T0093,6,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Persistence Detection & Monitoring,IR-1; IR-2; IR-6; TR-3; TR-6,AML.M0024: AI Telemetry Logging; AML.M0033: Input and Output Validation for AI Agent Components; AML.M0031: Memory Hardening,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,security,"Organizations lacked technical controls for input validation and memory protection in AI agent components, reflecting gaps in ML lifecycle controls and cybersecurity readiness.",IR-2; TR-3,prevention_failure,No controls existed to validate inputs or harden memory against prompt injection attacks.,integration-dominant,The root cause was missing technical safeguards in AI architecture rather than governance policies.,"The ChatGPT memory feature was manipulated via prompt injection hidden in a shared document, exploiting lack of input validation and memory hardening controls. No effective prevention controls existed to block this manipulation, indicating a prevention failure."
AML.CS0041,Rules File Backdoor: Supply Chain Attack on AI Coding Assistants,2025-03-18,exercise,Pillar Security,"Cursor, GitHub Copilot","Pillar Security researchers demonstrated how adversaries can compromise AI-generated code by injecting malicious instructions into rules files used to configure AI coding assistants like Cursor and GitHub Copilot. The attack uses invisible Unicode characters to hide malicious prompts that manipulate the AI to insert backdoors, vulnerabilities, or malicious scripts into generated code. These poison",AML.TA0003; AML.TA0004; AML.TA0005; AML.TA0006; AML.TA0007; AML.TA0011,AML.T0010.001; AML.T0048.003; AML.T0051.000; AML.T0054; AML.T0065; AML.T0067; AML.T0068; AML.T0079; AML.T0081,9,Integration Readiness — Access Boundary & Initial Access Controls; Integration Readiness — Execution Controls & Sandboxing; Integration Readiness — Resource & Supply Chain Controls; Trust Readiness — Defense Evasion Detection; Trust Readiness — Impact Containment & Recovery; Trust Readiness — Persistence Detection & Monitoring,IR-1; IR-2; IR-6; TR-3; TR-6,AML.M0024: AI Telemetry Logging; AML.M0033: Input and Output Validation for AI Agent Components; AML.M0006: Use Ensemble Methods; AML.M0013: Code Signing; AML.M0020: Generative AI Guardrails; AML.M0021: Generative AI Guidelines,Integration Readiness — ML Lifecycle & Model Controls; Trust Readiness — Cybersecurity & Technical Controls,supply_chain,There was a lack of supply chain risk management and technical controls such as code signing and input validation to prevent malicious configuration injections.,TR-8; IR-2,prevention_failure,No effective controls existed to prevent or detect malicious code injections in configuration files.,both,Both governance gaps in supply chain risk management and architectural gaps in input validation contributed to the failure.,"Malicious instructions were injected into AI coding assistant rules files via supply chain vectors using invisible Unicode characters. The absence of code signing, input validation, and guardrails allowed the attack to succeed, indicating a prevention failure."
AML.CS0042,SesameOp: Novel backdoor uses OpenAI Assistants API for command and control,2025-07-01,incident,Unknown Threat Actor,OpenAI Assistants API,"The Microsoft Incident Response - Detection and Response Team (DART) investigated a compromised system where a threat actor utilized SesameOp, a backdoor implant that abuses the OpenAI Assistants API as a covert command and control channel, for espionage activities. The SesameOp malware used the OpenAI API to fetch and execute the threat actor’s commands and to exfiltrate encrypted results from th",AML.TA0014,AML.T0096,1,Integration Readiness — C2 Detection & Network Controls,IR-8,,,security,Insufficient controls over API usage and monitoring allowed covert command and control channels to operate undetected.,TR-3; IR-1,detection_failure,Controls likely existed but failed to detect or block covert API misuse.,both,Both governance policies on API use and architectural monitoring capabilities were insufficient.,"A backdoor implant abused the OpenAI Assistants API as a covert command and control channel for espionage. The summary does not specify missing controls or detection failures, but the attack exploited API misuse."
